locationcode,name,lat,long
0098,Von Neumann Hall,40.350535635000,-74.649271882500
0448,"Nassau Street, 169",40.350566289200,-74.656082258700
0472,"Prospect Avenue, 185",40.350585126300,-74.643714451300
0443,"Nassau Street, 173",40.350593253200,-74.655943531500
0444,"Nassau Street, 175",40.350615895100,-74.655871817900
0550,"Murray Place, 57",40.350635433000,-74.648574472600
0156,Engineering Quad G-Wing,40.350642780800,-74.649930619300
0507,"William Street, 56",40.350643613500,-74.653078101000
0434,"Charlton Street, 18-18 1/2",40.350660244500,-74.653501057300
0535,"Nassau Street, 179 & 183",40.350660270700,-74.655645148100
0132,"Nassau Street, 185",40.350663505800,-74.654837559100
0490,"Prospect Avenue, 187",40.350683481100,-74.643426413600
0524,"Nassau Street, 160",40.350695761300,-74.657567693700
0502,"William Street, 58",40.350700404800,-74.652956541200
0772,"William Street, 60",40.350718549800,-74.652895558900
0409,"Murray Place, 55",40.350755963500,-74.648652537800
0531,"William Street, 62",40.350770107600,-74.652786986200
0104,Engineering Quad D-Wing,40.350819197700,-74.650624441200
0558,"William Street, 64",40.350831629400,-74.652639748500
0633,"William Street, 66",40.350885006000,-74.652507512200
0106,Engineering Quad F-Wing,40.350888275000,-74.651634664300
0552,Engineering Quad J-Wing,40.350904193300,-74.650370416700
0723,"William Street, 68",40.350907456900,-74.652455679700
0102,Engineering Quad B-Wing,40.350907860900,-74.651159009400
0304,"Prospect Avenue, 172-190",40.351032851700,-74.644109670700
0794,"Olden Street, 15",40.351093541400,-74.652376034100
0168,"Nassau Street, 201",40.351099789300,-74.654071207100
0406,"Murray Place, 43",40.351109505600,-74.648917219300
0647,"Nassau Street, 199",40.351129212400,-74.654204148900
0549,"Murray Place, 39",40.351224376000,-74.649010620500
0862,"Nassau Street, 192",40.351243164600,-74.655309330600
0548,"Murray Place, 37",40.351295928200,-74.649069792200
0654,"Nassau Street, 194",40.351311162200,-74.655141700400
0547,"Murray Place, 35",40.351388275200,-74.649102242700
0515,"Nassau Street, 221",40.351440251900,-74.652956751100
0418,"Murray Place, 29",40.351479109100,-74.649184143100
0566,"Murray Place, 19",40.351832900100,-74.649457487500
0806,"Merwick, Stanworth Lane, 100",40.352330047600,-74.666761989200
0810,"Merwick, Stanworth Lane, 103-111",40.352340486200,-74.666035872400
0809,"Merwick, Stanworth Lane, 113",40.352557934300,-74.665497221700
0807,"Merwick, Oak Lane 100-114, Stanworth Lane 101A-101B",40.352765221300,-74.666283776200
0812,"Merwick, East Merwick Court, 1-13B",40.352793410900,-74.664837868200
0808,"Merwick, Stanworth Lane, 114A-122",40.352862743000,-74.665793684000
0811,"Merwick, East Merwick Court, 15-25B",40.352914230600,-74.664368057800
0849,"Stanworth, Bayard Lane 85-91, Oak Lane 101-109",40.352937415100,-74.667206242100
0813,"Merwick, Stanworth Lane, 115",40.353161299100,-74.665235213300
0850,"Stanworth, South Stanworth Drive 100-108, Oak Lane 111-113",40.353193340700,-74.666823500800
0852,"Stanworth, Stanworth Lane, 115-127",40.353274437500,-74.666234044700
0713,Harmony School,40.353326209700,-74.614219247400
0848,"Stanworth, Bayard Lane, 93-99",40.353371860700,-74.667682405300
0749,Stony Ford Lab 3,40.353494125100,-74.719189557500
0814,"Merwick, East Merwick Court, 39-41",40.353509824500,-74.665160583800
0851,"Stanworth, South Stanworth Drive 110-120, Stanworth Lane 200-202",40.353546829800,-74.666342200500
0748,Stony Ford Lab 2,40.353592851700,-74.720181205100
0847,"Stanworth, South Stanworth Drive 101-121",40.353626843000,-74.667437911100
0815,"Merwick, East Merwick Court, 27-37",40.353668984300,-74.664742740900
0747,Stony Ford Lab 1,40.353722958000,-74.718809057800
0533,"Stony Ford, Hopewell",40.353792500000,-74.718584667500
0750,Stony Ford Lab 4,40.353864439200,-74.719035994900
0816,"Merwick, South Stanworth Drive, 200-216",40.353907964500,-74.664924879200
0846,"Stanworth, Stanworth Lane 300-304, South Stanworth Drive 123-131",40.353917591700,-74.666602205800
0831,"Stanworth, North Stanworth Drive, 100-106",40.354066955700,-74.667941676200
0835,"Stanworth, Stanworth Lane, 316-322",40.354186276400,-74.667294572700
0836,"Stanworth, Stanworth Lane, 306-314",40.354208413100,-74.666929463700
0845,"Stanworth, South Stanworth Drive 201-215, Stanworth Lane 301-303",40.354246522000,-74.665914559400
0830,"Stanworth, Bayard Lane, 101-113",40.354267121300,-74.668385301100
0844,"Stanworth, East Stanworth Drive 100-102, South Stanworth Drive 217-231",40.354372238900,-74.665308900200
0837,"Stanworth, Stanworth Lane, 305-309",40.354376217300,-74.666365661500
0832,"Stanworth, North Stanworth Drive, 108-114",40.354393475800,-74.668014904800
0834,"Stanworth, North Stanworth Drive 128-132, Stanworth Lane 324-336",40.354590352100,-74.667125243700
0838,"Stanworth, Stanworth Lane, 311-315",40.354597256100,-74.666352329200
0833,"Stanworth, North Stanworth Drive, 116-126",40.354638338500,-74.667739829800
0688,"North Bayard Lane, 135",40.354742908800,-74.668704953800
0839,"Stanworth, Stanworth Lane 317-325, North Stanworth Drive 200-204",40.354789640600,-74.666698309600
0841,"Stanworth, North Stanworth Drive, 218-226",40.354822534200,-74.665799252200
0843,"Stanworth, East Stanworth Drive, 100-114",40.354952698400,-74.665270822200
0840,"Stanworth, North Stanworth Drive, 206-216",40.354996526300,-74.666228856900
0842,"Stanworth, North Stanworth Drive 228-240, East Stanworth Drive 116",40.355167700000,-74.665663931200
0854,"College Road East, 303",40.356597504600,-74.594765418600
0152,Sailing Pavilion West,40.366569446700,-74.626042869900
0151,Sailing Pavilion East,40.366730223900,-74.625892733800
0860,"Haypress Road, 20",40.369338661300,-74.512779118800
